song_id,duration,genre
1288490188801,15,rock
16612933500930,35,electro
10230612099073,31,electro
7052336300034,224,rock
4664334483458,,rock
15453292331010,8,rap
970662608897,86,electro
12309376270337,21,rap
12180527251456,39,reggae
15547781611522,192,rock
60129542144,158,rock
16913581211650,48,rock
14010183319552,223,electro
5566277615616,31,reggae
14491219656704,38,reggae
14456859918338,14,electro
910533066754,27,rock
16131897163776,,reggae
9113920602114,35,electro
3092376453121,47,blues
3315714752512,20,rap
7327214206978,0,rock
10110353014784,85,rock
3212635537409,10,rap
10136122818560,92,blues
584115552256,79,rock
9783935500290,82,rock
5944234737666,0,reggae
5643587026945,255,rock
4294967296001,100,rock
15229954031617,79,rock
6365141532674,76,rock
7464653160449,29,rock
283467841538,127,reggae
8967891714048,198,electro
5592047419394,28,reggae
1185410973697,111,rock
876173328384,74,rap
4621384810496,53,blues
7653631721473,,blues
1151051235329,62,rap
3917010173952,8,blues
12232066859010,101,blues
16896401342465,182,rock
3736621547522,88,rock
7043746365440,101,blues
13340168421376,147,rock
4191888080898,50,blues
16320875724801,0,rock
644245094401,110,blues
5188320493568,50,rock
5531917877250,99,rap
11759620456451,304,rock
15917148798977,267,rock
16698832846849,57,reggae
15118284881921,210,rap
1262720385025,11,rock
8744553414657,74,rock
6511170420736,163,blues
17076789968897,194,blues
5411658792962,46,rap
7610682048514,21,rap
16149077032962,125,rock
7816840478721,257,electro
2619930050561,107,rap
7043746365442,43,rock
9912784519169,80,reggae
4518305595392,8,rock
16922171146240,106,electro
10256381902850,59,blues
6365141532672,43,rock
11673721110528,47,blues
5746666242048,16,electro
10058813407234,119,rock
4483945857026,,rock
8650064134144,36,rock
1056561954818,22,rock
2156073582592,79,reggae
6682969112576,16,blues
14929306320897,52,rock
12326556139521,71,electro
15865609191424,332,blues
2963527434240,74,rock
12850542149633,168,rock
11811160064002,75,rock
10453950398466,108,rock
9990093930496,292,rock
13572096655360,,rap
3556232921090,67,rap
16862041604098,17,reggae
3582002724866,0,rock
7473243095042,23,electro
2095944040448,205,blues
7232724926466,55,rock
9466107920384,19,rock
3710851743744,177,rock
11330123726850,93,rock
9405978378242,124,rock
9234179686402,9,rock
11991548690434,48,rap
4861902979072,27,rock
403726925825,125,rock
5282809774082,55,rock
14774687498241,109,rap
16767552323586,45,rock
1546188226562,54,rap
17016660426753,26,rap
7095285972994,308,blues
16527034155010,187,electro
10943576670209,14,rock
13563506720771,162,electro
841813590018,61,blues
1382979469314,134,rock
3822520893440,181,electro
2439541424129,40,blues
7060926234626,123,reggae
7378753814528,266,rock
9689446219777,49,rock
1297080123392,1,blues
16234976378880,34,rock
5738076307456,49,rock
5136780886018,59,rock
8624294330369,11,electro
15333033246721,42,rock
16707422781442,52,blues
790273982466,37,electro
10651518894080,97,rock
10170482556929,78,rock
1297080123394,16,electro
14010183319553,1,blues
5222680231938,103,blues
9904194584578,100,rock
3891240370177,139,rock
6871947673600,67,rock
1735166787585,,rock
3100966387712,39,blues
3874060500994,,blues
11020886081537,39,blues
1975684956161,108,rock
3547642986499,59,rap
12515534700544,69,rap
14714557956098,44,blues
8280696946691,309,rap
8469675507713,134,reggae
5033701670913,281,blues
10290741641219,154,blues
8830452760579,123,rock
12266426597378,3,rock
15668040695809,36,rock
7146825580546,104,rock
6536940224514,214,rock
2027224563713,34,electro
12841952215041,77,reggae
10067403341826,113,blues
15831249453057,91,reggae
3478923509763,152,blues
10368051052544,79,rock
13005160972290,100,rock
3126736191490,11,rap
12567074308096,41,blues
13778255085568,187,rock
1657857376257,58,rock
13743895347201,175,electro
10943576670208,167,rock
14061722927105,,rock
5214090297346,214,rock
7842610282497,64,rock
1305670057986,39,blues
2061584302080,48,rock
3951369912320,46,rock
14053132992512,202,rap
3109556322305,30,electro
14413910245377,19,rock
14018773254145,33,electro
6880537608193,49,reggae
3298534883328,,blues
1726576852992,23,blues
16131897163777,174,rock
2714419331072,23,reggae
6330781794304,138,rock
1649267441665,,reggae
1391569403904,119,rock
7937099563010,192,rock
9182640078849,131,rock
15650860826624,166,rock
6227702579202,175,rock
1374389534722,258,rock
2388001816576,35,reggae
6287832121345,38,blues
5076651343872,237,blues
8778913153026,126,blues
9929964388352,147,rock
9955734192130,124,blues
4879082848258,125,rock
5643587026944,123,rock
8581344657409,0,electro
429496729602,238,reggae
16449724743682,45,rock
17145509445633,84,rock
4157528342528,95,rock
7876970020866,102,rap
5935644803074,23,rap
7567732375552,102,reggae
14508399525888,,rock
8693013807106,,rap
11244224380928,143,rock
14645838479361,49,rap
3169685864448,179,rock
17016660426754,173,rock
5875515260930,,blues
11510512353281,150,blues
146028888064,47,rock
1855425871873,119,rock
13529146982401,146,rock
446676598786,,rock
7447473291265,6,rock
7181185318913,85,rock
10496900071424,35,rock
16295105921024,258,rock
9509057593345,112,rock
5248450035713,24,rock
11974368821250,136,rock
14319420964866,79,reggae
8117488189441,88,blues
2980707303424,125,rap
7017976561665,76,rock
17102559772673,45,electro
15908558864384,145,electro
14851996909569,142,rock
8211977469953,16,electro
16346645528579,139,reggae
1529008357377,92,rock
14130442403840,23,rock
13778255085571,32,rap
9964324126721,134,reggae
10342281248769,19,rap
14972255993856,217,reggae
9199819948033,74,rock
558345748482,14,rock
1563368095745,102,rock
8022998908930,3,rock
1468878815234,67,rock
16209206575107,26,blues
4380866641921,12,rock
5214090297345,34,rap
8143257993218,148,rock
13056700579841,144,rap
15238543966208,,rock
8246337208321,8,rock
7670811590656,224,reggae
7988639170562,93,rock
455266533378,101,rock
14542759264258,89,electro
14250701488130,35,rock
12163347382274,164,reggae
1597727834115,29,rock
3530463117313,63,rock
9328668966913,104,blues
13417477832704,54,rock
2156073582594,287,rock
11699490914305,165,electro
12506944765953,52,rock
4363686772736,58,blues
3788161155072,67,rock
17179869184,90,rock
11227044511744,,rock
1073741824001,4,rock
12987981103104,2,rock
12601434046465,41,rap
10050223472640,292,rock
9354438770688,149,rock
12850542149634,78,reggae
15367392985090,149,rock
4672924418050,26,rock
15169824489472,89,electro
14405320310785,43,rock
1554778161153,79,rock
11931419148289,110,rap
16329465659393,22,reggae
10350871183361,138,reggae
6030134083585,52,electro
16844861734912,154,rock
9483287789570,,rock
16028817948672,39,blues
9698036154370,0,reggae
4561255268352,53,rap
7705171329024,0,rock
15719580303362,2,rock
807453851649,40,rock
1760936591361,136,rock
7928509628416,138,blues
10282151706626,19,rock
15023795601408,12,rock
1657857376258,5,electro
7404523618305,84,reggae
15075335208960,118,rock
14516989460480,61,rock
2851858284544,65,rap
2920577761280,100,rock
7722351198210,15,rock
15444702396417,80,rock
12386685681664,5,rap
7232724926464,197,reggae
12472585027585,142,reggae
16604343566337,159,blues
8400956030976,16,blues
14207751815168,20,reggae
6150393167872,48,rock
12189117186050,186,rap
15899968929792,138,rock
11072425689089,39,reggae
4131758538754,37,rap
10179072491522,159,rock
13460427505665,65,rock
5686536699904,25,rock
9706626088961,9,rock
2869038153728,32,rock
10222022164481,117,electro
16750372454401,33,rock
6090263625730,355,rock
11647951306753,27,blues
8727373545472,,rock
575525617665,57,rock
11123965296641,91,rap
11862699671552,37,blues
10290741641216,39,reggae
11897059409923,136,rock
7215545057280,21,rock
2619930050562,58,blues
13340168421377,75,reggae
15298673508353,149,rock
16887811407872,29,reggae
11261404250113,49,reggae
8418135900160,176,reggae
16793322127360,156,rock
15023795601411,31,rap
11175504904193,46,rock
1219770712065,205,rock
7687991459840,107,rap
16003048144897,74,reggae
10539849744386,85,rock
10144712753153,5,rock
532575944704,33,rap
10960756539394,30,rock
10685878632448,226,rock
3178275799042,99,rock
10419590660098,39,electro
8358006358017,57,rock
12120397709313,,rock
5368709120002,,electro
16844861734913,135,blues
9809705304065,74,rock
2181843386368,162,blues
1803886264322,128,blues
6734508720130,51,rock
7945689497601,18,blues
1022202216448,47,rock
13623636262913,232,rock
12240656793603,8,rock
2362232012800,22,rock
601295421442,121,rock
9792525434880,32,rock
15135464751104,85,reggae
7095285972995,156,electro
13185549598721,74,reggae
1056561954817,98,rap
3083786518530,76,rock
7103875907586,14,rock
1236950581248,117,reggae
12335146074112,12,reggae
2568390443009,,rock
1099511627777,24,rock
7224134991872,109,rock
4913442586624,161,rock
16209206575106,56,rock
14791867367424,54,electro
11038065950722,20,rock
3083786518529,30,electro
11355893530625,216,rap
2929167695872,28,rap
8873402433537,83,rock
7962869366784,33,reggae
1073741824000,32,electro
11785390260224,119,electro
6811818131459,76,rock
14482629722112,143,rock
10531259809793,124,reggae
13915694039040,14,rock
10084583211011,,reggae
12841952215040,128,reggae
13829794693121,121,reggae
14104672600064,40,reggae
3693671874561,121,rap
9818295238656,67,rock
13056700579840,99,rock
2937757630464,121,rock
1202590842882,9,rock
14542759264256,39,rock
13546326851584,73,rock
10806137716737,252,rap
11158325035010,25,rock
13297218748418,112,rock
15247133900800,107,rock
13958643712000,58,rock
2903397892096,187,rock
6193342840832,61,reggae
12343736008706,62,rock
11166914969602,77,electro
6399501271042,43,rock
13829794693120,21,rock
532575944706,24,rock
11716670783489,134,rock
11587821764608,22,rock
635655159809,131,electro
13322988552192,85,reggae
13812614823938,175,rock
7232724926465,154,reggae
6597069766656,39,reggae
7945689497600,35,blues
3934190043138,133,rap
15934328668161,5,reggae
15058155339778,157,electro
7945689497602,64,rock
13099650252800,19,rap
14620068675584,,rock
16698832846850,219,rap
10024453668866,69,electro
6133213298689,88,reggae
8203387535360,21,rock
4458176053250,183,rock
13159779794946,179,reggae
8237747273730,146,rock
6803228196865,39,reggae
7404523618304,160,rock
12910671691778,168,rock
15075335208962,1,rock
17008070492162,70,reggae
12086037970946,211,rock
13082470383618,29,electro
11579231830016,165,blues
927712935937,148,rock
3401614098434,172,reggae
10522669875201,63,reggae
8392366096384,131,rock
283467841537,126,rock
12558484373505,0,rock
6545530159104,73,rap
9483287789569,121,reggae
10797547782145,158,blues
8761733283843,119,rock
4595615006722,171,rock
7541962571776,149,electro
1365799600130,131,blues
13855564496896,4,reggae
14113262534656,55,blues
8564164788225,12,blues
7215545057281,141,reggae
16990890622978,26,reggae
15375982919681,11,rock
4260607557633,144,electro
10411000725504,202,reggae
326417514497,95,rap
13408887898114,121,reggae
1846835937280,48,blues
12292196401153,106,rock
3831110828033,85,rock
7567732375553,43,rock
2585570312192,176,reggae
5463198400514,23,reggae
3779571220481,,rock
2353642078209,99,rock
2946347565056,19,rock
14044543057921,115,reggae
14774687498242,3,rock
2173253451777,30,rock
9844065042432,137,reggae
6605659701249,157,electro
16982300688386,420,rap
9663676416002,23,rock
4398046511105,151,electro
2233382993921,58,electro
8254927142912,104,rock
5866925326337,52,rock
11708080848896,87,blues
10685878632450,23,rock
6828998000640,7,rock
15788299780098,187,reggae
7335804141570,113,electro
11630771437568,238,blues
12532714569728,,reggae
9397388443650,75,reggae
3238405341185,17,electro
15839839387648,13,blues
13486197309440,117,blues
1915555414016,130,rock
6210522710018,109,reggae
12438225289217,84,rock
8443905703936,108,blues
6399501271041,90,rock
2817498546176,48,rock
10677288697858,34,reggae
1786706395136,29,rock
7722351198208,165,reggae
13065290514434,39,rock
8993661517826,115,reggae
9285719293952,59,rap
8873402433538,54,rock
2817498546177,302,rock
15908558864386,214,reggae
13443247636482,130,reggae
12249246728193,202,reggae
1357209665536,116,blues
7275674599424,94,rock
9620726743040,96,blues
4715874091010,15,rock
15255723835393,11,rap
12790412607489,14,reggae
9380208574466,43,rap
14242111553538,50,reggae
7533372637186,19,rock
7937099563009,55,rock
566935683074,106,electro
13924283973632,43,rock
9148280340480,98,rock
11897059409920,142,blues
15272903704577,121,rap
1211180777474,43,blues
15066745274370,51,rock
16398185136128,37,reggae
16733192585218,75,rap
16612933500928,20,rap
12352325943298,56,rock
14061722927104,43,rock
9560597200897,99,electro
16939351015425,68,blues
8134668058627,14,rock
1099511627776,21,rock
11957188952064,39,rock
5815385718785,285,rock
7430293422080,168,blues
4063039062016,105,rap
1752346656770,70,rock
5145370820611,67,rock
11269994184704,201,rock
7791070674944,102,rap
712964571137,14,rock
13726715478016,151,reggae
7275674599426,154,rock
16346645528577,8,rock
6236292513794,287,rap
12137577578496,57,rock
5858335391745,144,reggae
2388001816578,,rock
5978594476032,37,rock
5952824672256,96,electro
9491877724160,,rock
14431090114562,184,rap
283467841536,22,reggae
11922829213698,36,rock
5136780886017,76,blues
3796751089664,191,blues
2164663517186,55,reggae
8821862825985,81,reggae
6622839570432,1,rock
15040975470593,156,electro
6528350289922,,reggae
13013750906882,63,rap
14877766713346,89,rock
13185549598720,124,reggae
17111149707266,67,rock
14809047236610,65,blues
10857677324290,,rock
7267084664833,149,blues
11201274707968,,rap
6519760355329,69,rock
867583393793,26,rap
16793322127361,32,rock
257698037761,,rap
11269994184707,97,rock
8426725834752,,reggae
16827681865728,22,reggae
15616501088256,131,rock
13005160972289,52,rock
6794638262272,55,reggae
4372276707329,48,rock
12438225289216,20,blues
13331578486786,75,rock
2886218022912,46,rap
11828339933184,20,rock
429496729600,150,rock
3762391351298,141,reggae
171798691841,82,electro
11905649344512,132,rap
3882650435585,124,reggae
16123307229185,51,rap
2070174236672,70,reggae
386547056642,5,reggae
4097398800387,27,rock
9792525434882,15,rock
6227702579201,71,rock
9079560863746,175,rock
867583393794,204,rock
9156870275072,98,electro
6244882448386,105,reggae
2241972928512,113,reggae
7516192768002,110,rock
10728828305409,72,rock
7559142440961,82,rock
3745211482114,48,rock
2353642078208,2,rock
14705968021506,124,blues
7335804141569,57,blues
858993459202,280,rock
10986526343169,8,rock
2748779069440,199,rock
6433861009409,199,rock
12678743457792,7,rock
6390911336448,24,rap
137438953472,74,rock
12317966204930,60,rock
9844065042433,3,electro
6150393167873,7,reggae
12601434046464,110,rock
2456721293313,292,rock
8632884264960,160,rap
9629316677634,10,rock
2826088480769,62,rock
6227702579200,130,reggae
13950053777409,70,rock
3143916060672,118,rock
10909216931841,124,rock
4466765987840,47,blues
15590731284482,208,rock
11278584119297,4,rock
8538394984450,164,rock
6957847019523,15,blues
13846974562305,46,rock
8031588843520,20,rock
11450382811136,79,blues
3255585210368,65,blues
2302102470656,272,reggae
996432412672,50,rap
10548439678976,140,rock
16484084482048,163,blues
2654289788929,117,electro
16432544874498,19,rock
13494787244035,172,reggae
13872744366080,27,rock
7112465842177,206,reggae
6700148981761,168,blues
16458314678272,85,blues
15753940041730,170,blues
7172595384322,60,blues
6150393167874,6,blues
11252814315520,74,rap
12953621364738,101,reggae
16741782519808,19,rock
12713103196161,301,rock
1760936591360,152,electro
2997887172608,9,rock
6193342840834,50,rock
8083128451072,254,rap
9534827397122,10,rap
14422500179968,43,rock
15066745274368,,blues
7971459301377,77,rock
7447473291266,78,rock
12189117186049,,rock
8744553414656,227,rap
5007931867138,273,rock
14628658610178,22,rap
16423954939906,149,electro
10960756539393,33,rock
4174708211714,244,blues
10436770529281,27,rock
12610023981058,20,blues
5299989643265,1,rock
6665789243393,237,rock
16758962388993,61,blues
15882789060609,23,rock
2877628088321,125,rock
9131100471298,,rock
1090921693185,106,electro
16166256902145,76,rock
11355893530626,150,rock
6863357739008,0,rock
15857019256834,48,rock
8358006358016,55,rap
5025111736321,88,rock
2422361554945,206,rock
16209206575104,112,blues
16887811407873,33,blues
317827579906,189,reggae
807453851650,13,electro
8632884264962,147,electro
10264971837440,90,rock
3470333575170,274,rock
3375844294657,68,electro
9689446219776,130,blues
13941463842817,87,rap
2576980377602,23,blues
1692217114624,,rock
7902739824640,31,rock
695784701955,141,electro
6863357739010,11,rock
16690242912258,34,blues
12438225289218,18,rock
7524782702593,34,blues
7009386627074,23,rock
6906307411969,25,rap
4063039062017,133,rock
14705968021505,253,reggae
9423158247426,10,rock
798863917057,69,rap
3478923509761,133,reggae
7413113552898,174,electro
13786845020161,121,blues
15427522527233,322,reggae
7413113552896,55,reggae
9680856285185,19,electro
12403865550849,168,rock
3513283248130,14,electro
4939212390403,208,rock
7447473291264,123,reggae
1949915152384,278,rock
5832565587970,4,rock
16192026705920,81,rock
13228499271681,32,blues
7000796692480,,rap
16853451669504,8,rock
7421703487488,135,rock
10703058501633,181,rock
12146167513090,,rock
15109694947328,83,electro
4011499454464,49,rock
17008070492160,42,rock
11708080848897,44,rap
10033043603458,98,reggae
15788299780099,136,blues
7679401525248,39,rock
3255585210370,114,rap
9955734192129,181,electro
6451040878593,17,electro
6021544148992,86,blues
4741643894786,32,rock
5128190951424,141,rock
10118942949376,50,rock
790273982464,3,electro
14061722927106,152,rap
7009386627072,53,reggae
12429635354625,154,rock
11622181502977,174,electro
5961414606849,130,rock
4861902979073,,rock
12549894438914,192,rock
1125281431552,259,blues
9320079032321,209,blues
7387343749122,269,rock
12833362280449,130,rock
7825430413312,331,rock
12799002542081,157,rock
5763846111233,186,rock
68719476738,13,rap
5609227288577,147,rock
5566277615617,96,rock
11605001633793,95,rock
4999341932545,24,rock
13932873908225,126,rock
9388798509059,200,blues
15899968929793,97,reggae
7438883356675,29,rock
3959959846915,146,blues
4277787426816,72,reggae
7816840478722,119,reggae
13984413515777,3,rock
13846974562306,21,blues
17093969838081,188,rap
7997229105154,45,electro
6536940224512,67,rock
7662221656065,4,rock
3332894621697,111,rock
5686536699905,102,reggae
4939212390402,,rock
5093831213056,172,rock
4904852652032,27,electro
1846835937281,76,rap
1864015806466,77,rock
1683627180032,140,rock
12945031430144,194,reggae
7782480740354,139,rock
1529008357376,140,rock
13821204758530,0,rock
3023656976386,19,blues
11201274707970,94,rock
14156212207616,168,blues
16398185136130,9,electro
10161892622338,173,reggae
3410204033026,175,reggae
8289286881280,75,rock
4672924418048,67,blues
11879879540736,146,rock
11974368821249,114,rap
549755813890,147,rock
2723009265665,102,rock
16011638079490,143,reggae
15564961480706,78,rock
4002909519872,108,rock
14542759264259,251,rock
12773232738305,5,electro
15487652069377,41,rock
3272765079552,25,rap
13632226197507,121,rock
7782480740352,76,rock
3186865733633,162,rock
2095944040450,33,reggae
15753940041728,66,blues
9801115369472,95,rap
5995774345218,64,rock
11338713661441,9,electro
16020228014082,37,reggae
11690900979714,256,rock
17059610099714,188,rock
4389456576513,38,rock
12489764896770,,rock
5549097746433,83,reggae
15436112461825,110,rap
5257039970305,3,reggae
833223655426,27,rap
7885559955456,15,rap
15058155339777,26,electro
6519760355328,,rock
4595615006721,26,blues
14499809591298,51,blues
5188320493570,11,rap
2972117368832,177,rock
8589934593,76,reggae
13993003450370,116,rock
6640019439616,100,rock
3590592659457,283,rock
16183436771329,33,reggae
6536940224515,4,rock
16638703304704,99,rock
8744553414658,42,rock
8933531975681,53,reggae
14766097563650,64,reggae
10187662426112,,rock
16836271800320,199,rock
6116033429506,45,rap
11184094838784,54,blues
4733053960193,11,rock
1692217114626,82,rock
3058016714755,,blues
6700148981762,44,rock
16922171146242,20,rap
6004364279808,,blues
3358664425474,85,rock
11570641895425,54,rock
3788161155074,159,rock
498216206338,163,rock
13743895347200,297,rock
2791728742400,45,electro
1769526525952,132,rock
472446402562,38,rock
4801773436929,269,rock
1700807049216,223,blues
12412455485442,133,rock
8959301779458,23,rock
12936441495553,58,rock
11854109736961,56,reggae
2757369004033,8,reggae
8821862825984,96,reggae
12128987643905,197,electro
16673063043072,30,reggae
9887014715393,215,blues
7954279432192,230,rap
3650722201602,109,rap
11424613007362,31,rock
7988639170560,105,rock
2869038153730,69,rock
2233382993922,220,rock
13958643712002,49,reggae
10849087389696,60,reggae
12369505812482,14,rock
12309376270336,90,rock
2104533975042,86,rock
1906965479424,43,rock
14860586844161,31,rock
1675037245441,62,rock
8555574853632,16,reggae
7808250544130,104,rap
2765958938626,71,rock
4750233829377,111,rock
14843406974978,132,rock
12051678232577,11,rock
15831249453058,30,reggae
4810363371522,103,blues
2800318676992,46,rock
2628519985153,111,reggae
240518168576,258,rap
15857019256832,76,rock
10952166604801,5,blues
9122510536706,139,rock
343597383681,,electro
3221225472002,150,electro
3358664425472,61,blues
15633680957440,43,rock
8340826488832,24,rock
10084583211010,103,rock
12060268167170,63,rock
8796093022208,60,rap
6579889897473,177,rock
1090921693184,249,rock
12446815223810,159,reggae
16157666967552,153,rock
16801912061954,106,rap
15006615732226,6,rock
11089605558274,4,rock
2173253451776,73,reggae
10960756539392,117,rock
11536282157057,188,rock
2241972928513,,rock
8684423872514,44,rock
12017318494209,186,rock
9912784519168,160,reggae
3745211482112,130,rock
5935644803073,183,rap
901943132160,47,reggae
12060268167169,268,blues
94489280513,51,rock
5360119185410,61,rock
6622839570434,92,rock
16578573762560,292,blues
3839700762626,8,blues
16174846836736,100,blues
678604832769,96,blues
15839839387649,29,reggae
10780367912960,85,electro
5403068858368,257,electro
5059471474690,132,rock
12730283065347,5,rap
10849087389697,166,rap
6966436954113,13,rock
3573412790274,104,rock
10952166604802,48,rock
9655086481409,205,blues
11596411699202,57,rock
11922829213697,214,reggae
16982300688384,17,blues
16140487098371,,rock
14886356647938,63,reggae
5935644803072,179,rock
16466904612866,128,reggae
13262859010050,76,electro
1881195675649,,rap
8701603741696,48,blues
5858335391744,44,reggae
9929964388353,295,rock
4947802324993,140,blues
15564961480704,120,rock
4956392259584,125,rock
9268539424768,125,electro
4793183502337,26,rock
4638564679682,,rock
10118942949377,51,rock
3856880631808,14,blues
14388140441602,82,rock
7619271983104,105,rock
13383118094337,141,rock
2310692405248,16,rap
1864015806465,55,rock
15504831938560,11,blues
4690104287234,27,blues
9646496546817,89,rap
15659450761217,126,reggae
15126874816513,68,rock
11828339933185,136,reggae
7851200217088,84,rock
15504831938562,146,rap
4329327034368,29,rock
9105330667521,105,rock
4604204941314,28,rock
15075335208961,199,rap
1013612281858,44,reggae
16071767621634,167,rock
10127532883968,4,rap
15350213115904,150,rock
6253472382978,16,rap
9723805958146,41,rock
6588479832066,123,rap
2568390443008,129,reggae
3891240370176,20,rock
14998025797633,98,rock
6975026888705,2,rock
240518168578,305,rock
14121852469249,38,rock
11527692222464,124,rock
2894807957504,14,rock
5583457484802,27,electro
5978594476034,128,rock
2800318676994,11,rock
4715874091009,92,rock
10075993276418,71,rock
68719476739,85,rock
4879082848257,65,rock
14113262534657,64,rock
927712935936,74,rock
2843268349953,32,reggae
8667244003329,43,reggae
6038724018177,18,blues
8169027796992,31,rap
5514738008066,69,rap
1769526525954,23,rock
730144440322,52,electro
2654289788930,64,rock
13125420056578,94,rock
14886356647936,58,rock
2860448219136,61,rock
12094627905536,239,rock
7816840478720,166,reggae
16260746182656,121,rock
1400159338498,103,rock
6021544148993,98,rock
6562710028290,165,rap
15247133900802,19,reggae
2413771620353,85,rap
11579231830017,199,reggae
1477468749824,37,reggae
14894946582530,6,reggae
12695923326976,42,rap
1571958030337,30,rock
5703716569088,54,rock
7069516169218,156,electro
14645838479360,217,rock
11553462026242,178,reggae
10900626997248,23,blues
6296422055937,10,rock
1975684956160,160,blues
2688649527297,62,rock
15015205666817,36,rock
9569187135489,87,reggae
4080218931201,114,blues
6433861009408,137,reggae
3195455668225,82,blues
1108101562368,106,rock
14310831030272,226,rock
15865609191425,191,rock
15693810499585,15,rap
8091718385665,24,rap
1082331758593,32,rock
9380208574464,140,rap
14568529068034,13,rap
3358664425473,62,reggae
10471130267650,206,blues
12275016531970,270,rock
14216341749760,40,rock
6562710028288,14,rock
12627203850240,185,rock
11441792876546,94,blues
11725260718081,78,rock
10660108828673,104,reggae
12970801233921,141,reggae
5823975653378,172,rock
13202729467904,145,rap
7928509628417,174,blues
