song_id,predicted_genre
4887672782850,rock
4896262717440,rap
4896262717442,rap
4922032521216,blues
4922032521216,rock
4956392259585,rock
4964982194177,rock
4982162063361,blues
5007931867136,rock
5025111736322,rock
5042291605504,rap
5042291605506,rap
5068061409281,rock
5076651343874,blues
5111011082242,rock
5128190951426,blues
5128190951426,reggae
5145370820609,blues
5153960755200,rock
5162550689793,rock
5162550689794,rock
5171140624386,rock
5179730558978,rock
5196910428160,blues
5196910428160,reggae
5196910428160,rock
5205500362754,rap
5205500362754,rock
5222680231937,blues
5239860101122,rock
5265629904897,reggae
5265629904897,rock
5282809774080,blues
5291399708672,rock
5299989643264,rock
5299989643266,blues
5308579577858,reggae
5317169512449,reggae
5334349381633,blues
5334349381633,electro
5334349381633,reggae
5342939316225,rap
5377299054594,blues
5403068858369,electro
5403068858369,reggae
5403068858369,rock
5420248727552,rock
5446018531328,reggae
5471788335104,rock
5480378269698,rock
5488968204288,rock
5488968204291,rock
5514738008064,rock
5523327942658,rock
5557687681024,reggae
5574867550209,reggae
5574867550210,reggae
5592047419393,blues
5609227288576,rock
5617817223169,rock
5617817223170,rock
5626407157761,blues
5660766896128,rock
5669356830722,blues
5695126634497,rap
5695126634497,rock
5720896438274,blues
5755256176642,blues
5772436045825,rock
5772436045826,rock
5781025980416,rock
5781025980417,blues
5841155522560,rock
5841155522561,blues
5841155522562,rock
5875515260929,blues
5927054868481,rock
5961414606850,rap
5978594476035,rock
5987184410624,electro
5987184410624,rock
5987184410626,electro
5995774345216,electro
5995774345216,reggae
5995774345216,rock
5995774345217,electro
5995774345217,reggae
5995774345217,rock
6047313952769,rap
6064493821954,blues
6098853560321,rock
6098853560322,reggae
6098853560322,rock
6124623364098,rap
6133213298690,rap
6158983102464,reggae
6158983102466,rock
6176162971648,reggae
6176162971648,rock
6176162971650,rock
6201932775426,rap
6201932775426,rock
6236292513793,rap
6236292513793,reggae
6253472382976,rock
6262062317570,blues
6262062317570,electro
6262062317571,rock
6270652252160,electro
6270652252161,electro
6270652252162,rock
6305011990529,rock
6305011990530,rock
6322191859712,rock
6322191859714,rock
6347961663489,rock
6356551598081,rap
6356551598082,rap
6356551598082,rock
6365141532673,rock
6373731467264,rock
6390911336449,blues
6390911336449,rock
6390911336450,rock
6399501271043,rock
6408091205632,rock
6408091205633,blues
6408091205633,rock
6416681140226,rock
6433861009410,blues
6459630813184,reggae
6468220747778,blues
6468220747778,rock
6476810682368,rap
6476810682368,rock
6485400616961,electro
6502580486144,rock
6502580486145,rock
6502580486146,rock
6511170420737,rock
6528350289920,reggae
6554120093698,rock
6579889897472,rock
6588479832064,rock
6614249635841,rock
6648609374208,rock
6648609374209,rock
6682969112578,blues
6708738916352,rock
6743098654720,blues
6743098654722,rock
6751688589314,blues
6768868458498,rap
6777458393088,rock
6794638262274,reggae
6811818131458,reggae
6811818131458,rock
6828998000642,rock
6837587935232,rock
6837587935234,rock
6846177869825,rock
6854767804416,rap
6854767804416,rock
6889127542785,rock
6889127542787,rock
6932077215745,electro
6932077215745,rock
6940667150336,blues
6966436954114,blues
6983616823297,rock
7000796692481,reggae
7017976561664,reggae
7026566496257,rap
7026566496257,rock
7026566496258,reggae
7026566496258,rock
7060926234624,reggae
7103875907585,rock
7121055776769,blues
7129645711360,rap
7164005449729,rock
7164005449731,rock
7181185318914,rock
7189775253504,blues
7189775253504,rock
7198365188097,rock
7224134991874,rock
7258494730242,rock
7267084664834,blues
7267084664834,rock
7284264534018,rap
7284264534018,rock
7301444403200,rock
7301444403201,blues
7310034337793,rock
7318624272384,blues
7318624272384,electro
7344394076162,electro
7352984010752,electro
7352984010752,reggae
7370163879937,rap
7370163879937,rock
7370163879939,rap
7370163879939,rock
7395933683714,rap
7395933683714,rock
7430293422082,rock
7438883356672,blues
7456063225858,rock
7464653160450,rock
7473243095040,blues
7473243095041,rock
7490422964225,rock
7499012898818,rock
7507602833408,blues
7516192768000,reggae
7516192768000,rock
7524782702594,blues
7533372637184,rock
7541962571777,blues
7541962571777,rock
7550552506370,blues
7576322310146,rock
7593502179330,blues
7602092113921,blues
7653631721472,rock
7679401525249,rock
7687991459842,rock
7696581394434,rock
7722351198209,reggae
7722351198209,rock
7748121001984,rock
7748121001986,rap
7748121001986,reggae
7773890805760,reggae
7782480740353,rock
7791070674945,rock
7825430413313,reggae
7834020347904,reggae
7842610282496,reggae
7842610282496,rock
7851200217089,rock
7851200217090,rock
7876970020864,blues
7902739824642,blues
7902739824642,rock
7911329759232,rock
7919919693825,rock
7919919693826,blues
7954279432193,blues
7954279432193,reggae
7954279432193,rock
7962869366785,reggae
7962869366785,rock
7971459301376,reggae
7980049235969,electro
7980049235969,rap
7980049235969,rock
8022998908928,rap
8022998908928,rock
8031588843522,rock
8040178778113,blues
8057358647297,blues
8083128451074,rock
8117488189440,rock
8134668058626,rock
8151847927809,rock
8160437862400,blues
8160437862401,reggae
8160437862402,rock
8186207666178,blues
8246337208320,rock
8263517077504,rock
8263517077505,reggae
8263517077505,rock
8272107012096,rock
8272107012097,rock
8280696946689,rock
8306466750465,blues
8315056685058,rock
8349416423426,rap
8349416423426,rock
8349416423427,rap
8366596292609,electro
8375186227200,reggae
8418135900163,rock
8435315769344,rap
8478265442306,rock
8504035246081,blues
8504035246082,blues
8504035246082,rap
8538394984448,blues
8538394984448,rock
8538394984449,blues
8538394984449,rock
8555574853633,electro
8555574853633,rock
8564164788226,blues
8572754722816,rock
8572754722817,rock
8581344657410,blues
8589934592001,blues
8589934592001,electro
8589934592001,rock
8598524526593,reggae
8607114461184,blues
8607114461184,reggae
8607114461185,blues
8607114461185,reggae
8607114461186,blues
8615704395778,blues
8615704395778,rock
8624294330368,rock
8658654068736,reggae
8658654068738,blues
8667244003328,reggae
8667244003330,reggae
8693013807105,rock
8753143349248,rock
8753143349249,blues
8761733283841,rock
8804682956802,blues
8813272891393,blues
8830452760577,blues
8830452760578,reggae
8847632629762,rap
8856222564353,rock
8881992368128,reggae
8890582302721,reggae
8899172237314,rap
8907762171906,electro
8907762171906,reggae
8916352106498,rock
8924942041089,rock
8924942041090,rock
8976481648640,reggae
8976481648640,rock
9010841387008,blues
9010841387008,rock
9010841387009,rock
9019431321601,blues
9045201125377,blues
9045201125377,reggae
9062380994561,reggae
9062380994561,rock
9079560863744,rock
9079560863745,rock
9088150798336,rock
9096740732928,rock
9122510536704,rock
9131100471296,blues
9139690405889,electro
9139690405889,rock
9148280340481,rock
9165460209664,rock
9174050144256,rock
9174050144257,rock
9174050144258,electro
9174050144258,rock
9182640078848,rock
9182640078851,rock
9191230013442,electro
9191230013442,rock
9225589751810,rock
9242769620994,rock
9251359555586,rock
9277129359360,reggae
9285719293954,rap
9302899163137,reggae
9311489097729,blues
9311489097729,rock
9320079032323,rock
9337258901505,blues
9337258901506,reggae
9354438770690,rock
9380208574465,rap
9388798509057,blues
9397388443648,reggae
9397388443649,reggae
9440338116609,rap
9448928051201,blues
9457517985792,rap
9509057593346,rock
9517647527938,electro
9517647527938,reggae
9526237462529,blues
9526237462531,rap
9534827397121,rap
9543417331712,rap
9543417331713,reggae
9560597200898,blues
9569187135490,rock
9577777070080,rock
9586367004673,blues
9586367004673,rock
9586367004674,blues
9594956939265,rap
9594956939267,blues
9594956939267,rap
9620726743041,reggae
9629316677633,rock
9646496546816,rock
9646496546818,blues
9672266350593,rap
9689446219778,rock
9698036154369,reggae
9706626088960,rock
9706626088962,rock
9723805958145,rap
9732395892736,rock
9732395892737,rock
9740985827328,rock
9749575761921,rock
9758165696514,rock
9766755631104,rock
9766755631106,blues
9809705304064,electro
9861244911618,reggae
9861244911618,rock
9869834846209,reggae
9895604649986,electro
9904194584576,rock
9947144257537,rock
9955734192128,electro
9955734192128,rock
9972914061314,rock
9981503995906,rock
9998683865088,rock
9998683865089,rock
10041633538049,rock
10041633538050,rock
10067403341824,rock
10093173145600,rock
10093173145601,rock
10101763080192,electro
10101763080192,reggae
10136122818562,blues
10136122818562,rap
10153302687745,electro
10153302687745,reggae
10179072491521,rock
10187662426114,rock
10204842295298,reggae
10239202033664,rock
10247791968257,blues
10256381902848,rock
10282151706624,rock
10290741641217,rock
10307921510400,blues
10333691314177,rap
10342281248770,rap
10368051052546,rock
10393820856321,rock
10393820856322,rock
10402410790912,blues
10402410790912,rock
10428180594690,rock
10436770529280,reggae
10436770529280,rock
10445360463872,rock
10453950398464,rock
10479720202241,blues
10488310136834,blues
10496900071425,rock
10514079940610,rock
10522669875200,blues
10539849744384,reggae
10574209482752,blues
10574209482753,blues
10591389351937,reggae
10591389351937,rock
10617159155713,reggae
10642928959491,rock
10668698763265,rock
10703058501634,electro
10703058501634,rock
10711648436224,rock
10711648436227,rock
10746008174592,rock
10788957847553,rock
10814727651328,blues
10831907520514,reggae
10849087389699,blues
10892037062656,rock
10917806866432,rock
10917806866433,blues
10917806866434,blues
10969346473984,rock
10969346473986,blues
10969346473986,reggae
11055245819904,rock
11063835754499,rap
11081015623680,rock
11089605558273,rock
11098195492864,rock
11098195492866,blues
11132555231234,rock
11141145165825,rock
11141145165826,rock
11149735100416,electro
11149735100418,blues
11149735100418,rap
11166914969600,blues
11166914969600,reggae
11175504904194,rock
11184094838785,blues
11192684773376,blues
11201274707969,rap
11201274707969,rock
11209864642562,rap
11218454577153,rock
11227044511745,rock
11287174053890,rock
11304353923073,electro
11304353923073,rock
11338713661442,blues
11338713661442,rock
11347303596033,rock
11347303596034,rock
11364483465216,rock
11364483465217,electro
11364483465217,rock
11390253268994,rock
11398843203585,rock
11407433138176,rock
11407433138177,rock
11416023072769,rock
11450382811138,rock
11458972745728,blues
11476152614912,rock
11484742549505,rock
11501922418690,rock
11527692222466,rock
11536282157058,rock
11544872091650,rock
11553462026240,reggae
11562051960832,reggae
11562051960833,blues
11562051960834,rock
11570641895424,rock
11596411699201,rock
11613591568384,rock
11613591568387,rock
11622181502976,blues
11630771437569,blues
11665131175938,rock
11673721110530,rock
11690900979712,rock
11699490914304,rock
11708080848898,rap
11716670783488,rock
11725260718080,rock
11733850652673,rock
11742440587266,rock
11751030521857,rock
11768210391042,rock
11785390260226,blues
11785390260226,reggae
11793980194816,blues
11811160064000,reggae
11811160064000,rock
11819749998592,rock
11862699671554,blues
11879879540737,rap
11897059409921,rock
11940009082880,rock
11940009082881,rock
11948599017474,blues
11957188952066,blues
11957188952066,rock
11965778886656,blues
11965778886656,reggae
11965778886656,rock
12000138625026,blues
12000138625026,rock
12008728559618,rock
12043088297985,rock
12051678232576,rock
12077448036352,rock
12086037970944,rock
12094627905538,rock
12103217840130,blues
12111807774720,rock
12128987643906,rock
12154757447680,reggae
12154757447680,rock
12163347382273,reggae
12163347382273,rock
12171937316865,reggae
12189117186048,rock
12197707120640,rock
12197707120641,reggae
12197707120641,rock
12197707120642,rock
12206297055233,electro
12206297055233,rock
12206297055234,blues
12206297055234,reggae
12214886989825,rock
12240656793600,rock
12249246728192,rap
12249246728194,blues
12266426597376,rock
12275016531969,rock
12292196401152,blues
12292196401154,blues
12292196401154,rock
12300786335745,reggae
12300786335746,reggae
12309376270338,blues
12309376270338,rap
12309376270338,rock
12360915877889,reggae
12360915877889,rock
12378095747073,rap
12378095747073,reggae
12378095747074,reggae
12455405158401,reggae
12455405158402,reggae
12455405158403,reggae
12472585027584,rock
12481174962176,rock
12489764896768,blues
12498354831360,blues
12506944765952,rock
12524124635136,reggae
12524124635139,reggae
12532714569730,reggae
12549894438912,rock
12558484373504,reggae
12558484373504,rock
12567074308097,blues
12567074308098,blues
12575664242688,rock
12575664242690,rock
12618613915650,rock
12644383719426,rock
12652973654017,blues
12661563588608,rock
12661563588611,rock
12670153523201,blues
12695923326977,reggae
12695923326977,rock
12704513261568,rock
12704513261569,rock
12721693130752,rock
12738872999938,rap
12747462934530,rock
12756052869120,rock
12756052869122,electro
12764642803714,rock
12773232738304,rock
12790412607488,reggae
12790412607488,rock
12807592476674,blues
12807592476674,rock
12824772345858,blues
12824772345858,reggae
12859132084225,reggae
12859132084225,rock
12867722018816,blues
12867722018816,electro
12884901888000,rock
12893491822594,rock
12902081757186,rock
12919261626368,rock
12936441495552,rock
12979391168513,reggae
12979391168513,rock
12979391168514,reggae
12987981103106,rock
12996571037697,reggae
13005160972288,rock
13022340841472,rock
13030930776065,rock
13048110645249,rock
13065290514433,rock
13082470383619,electro
13091060318208,rock
13091060318209,rock
13116830121986,blues
13125420056576,rock
13134009991168,rock
13134009991170,rock
13142599925762,rock
13151189860353,rock
13176959664129,rock
13185549598722,reggae
13211319402497,rock
13211319402498,blues
13211319402498,rock
13228499271680,rock
13237089206273,rock
13245679140865,rock
13262859010049,reggae
13262859010049,rock
13280038879232,rock
13280038879234,rock
13288628813824,rock
13305808683008,rock
13305808683009,blues
13322988552194,rock
13357348290561,electro
13383118094338,rock
13400297963522,rock
13434657701889,rock
13451837571074,rock
13469017440256,reggae
13469017440256,rock
13469017440257,rock
13477607374848,rock
13477607374850,blues
13494787244034,rock
13511967113216,rock
13511967113217,rock
13520557047809,blues
13520557047810,blues
13529146982400,rock
13554916786177,rock
13563506720769,electro
13563506720770,electro
13580686589953,rap
13580686589953,reggae
13597866459138,rock
13606456393728,reggae
13606456393728,rock
13623636262914,rock
13632226197505,blues
13632226197505,reggae
13632226197505,rock
13632226197506,rock
13649406066690,rock
13675175870464,reggae
13675175870464,rock
13692355739648,blues
13692355739648,rock
13692355739650,rock
13709535608834,rap
13709535608834,rock
13752485281793,rap
13752485281793,rock
13769665150978,rock
13795434954752,rock
13795434954754,rock
13804024889346,electro
13804024889346,reggae
13804024889346,rock
13821204758528,rock
13829794693122,reggae
13829794693122,rock
13838384627713,reggae
13846974562304,rock
13864154431489,rock
13889924235265,reggae
13889924235265,rock
13898514169857,rock
13898514169858,rock
13907104104448,rock
13915694039041,rock
13915694039043,reggae
13941463842818,rap
13950053777408,reggae
13993003450368,rock
14001593384960,rock
14001593384961,rock
14027363188738,blues
14027363188738,rock
14070312861697,rock
14096082665473,rock
14104672600065,reggae
14130442403841,rock
14139032338432,rock
14139032338434,rock
14156212207618,rock
14164802142209,rap
14164802142209,rock
14173392076802,rock
14233521618946,electro
14242111553536,electro
14250701488128,blues
14259291422721,reggae
14259291422722,reggae
14267881357313,reggae
14276471291905,reggae
14285061226498,rock
14293651161089,reggae
14293651161089,rock
14302241095680,blues
14302241095680,rock
14319420964864,rock
14328010899458,blues
14328010899459,blues
14336600834049,rock
14336600834050,rock
14345190768642,rock
14353780703232,electro
14353780703232,rock
14362370637824,rock
14362370637825,rock
14379550507008,rock
14396730376193,rock
14396730376194,rock
14431090114560,reggae
14431090114560,rock
14456859918337,blues
14465449852928,electro
14465449852928,rock
14491219656706,reggae
14508399525889,rock
14516989460482,electro
14534169329666,blues
14534169329666,reggae
14559939133442,rock
14602888806400,rock
14637248544768,reggae
14663018348546,blues
14680198217730,blues
14680198217730,rock
14688788152322,rock
14697378086914,rap
14697378086914,rock
14723147890688,rock
14731737825282,rock
14740327759873,rock
14748917694464,rock
14774687498240,blues
14774687498240,rock
14800457302016,rock
14800457302018,rock
14809047236608,blues
14809047236609,blues
14817637171200,rock
14817637171202,blues
14834817040384,rap
14834817040384,rock
14851996909570,blues
14869176778752,rock
14894946582529,rock
14903536517121,rock
14903536517122,rock
14912126451712,rock
14920716386306,rock
14937896255489,reggae
14946486190080,rock
14955076124674,rock
15040975470592,rock
15083925143553,rock
15101105012736,blues
15101105012736,rock
15101105012738,rock
15144054685696,rock
15161234554882,reggae
15169824489474,rock
15178414424064,rock
15187004358656,rock
15204184227842,rock
15212774162434,rap
15238543966210,rock
15247133900801,rap
15255723835392,blues
15290083573762,blues
15290083573762,rap
15290083573762,rock
15315853377536,rap
15315853377538,rap
15324443312129,rap
15324443312129,rock
15350213115906,rock
15358803050497,blues
15358803050498,rock
15384572854273,blues
15384572854274,reggae
15393162788865,rock
15401752723457,reggae
15410342658048,electro
15410342658049,electro
15436112461824,rap
15436112461824,rock
15513421873153,rock
15522011807746,rap
15530601742338,blues
15530601742338,rap
15547781611520,rock
15582141349889,rock
15599321219072,rock
15599321219074,reggae
15599321219074,rock
15625091022850,reggae
15625091022850,rock
15633680957441,rock
15650860826627,rock
15659450761218,reggae
15676630630400,rock
15685220564992,reggae
15685220564992,rock
15693810499584,rap
15693810499584,rock
15693810499586,rock
15702400434176,reggae
15702400434176,rock
15719580303360,rock
15728170237952,rock
15728170237954,rock
15736760172546,rock
15762529976320,blues
15788299780097,rock
15796889714688,rock
15814069583874,rock
15822659518466,electro
15839839387650,reggae
15848429322240,electro
15874199126016,blues
15874199126016,rock
15874199126017,rock
15874199126018,rock
15891378995201,blues
15908558864385,electro
15908558864385,rock
15917148798978,rock
15934328668162,reggae
15934328668162,rock
15942918602753,rock
15985868275713,rap
15994458210305,rap
16003048144896,rock
16028817948673,rock
16037407883265,rock
16054587752448,rock
16080357556226,electro
16088947490816,rap
16088947490817,rap
16097537425410,rap
16106127360002,rock
16140487098369,rock
16157666967554,blues
16157666967554,rock
16174846836738,rock
16183436771328,rap
16192026705922,rock
16226386444290,rock
16234976378881,reggae
16234976378881,rock
16234976378882,rock
16243566313474,rock
16252156248066,rock
16260746182657,reggae
16260746182657,rock
16269336117249,rock
16269336117250,rap
16286515986432,rock
16295105921025,rock
16303695855618,rap
16320875724802,rock
16329465659394,rock
16338055593986,rock
16346645528576,rock
16346645528578,reggae
16363825397760,rock
16363825397762,rock
16372415332352,reggae
16372415332352,rock
16381005266944,rock
16389595201538,rock
16415365005313,rock
16458314678273,rock
16484084482049,blues
16484084482051,blues
16501264351233,blues
16501264351233,rock
16509854285824,rock
16509854285826,rock
16527034155008,rock
16527034155009,rap
16535624089600,rock
16552803958784,reggae
16552803958786,reggae
16561393893377,reggae
16561393893377,rock
16561393893379,reggae
16569983827968,blues
16578573762562,rock
16595753631745,rock
16595753631746,rock
16604343566338,rock
16621523435520,rock
16621523435522,blues
16621523435522,electro
16621523435522,reggae
16630113370115,rock
16647293239297,electro
16655883173890,rock
16681652977666,rap
16690242912257,reggae
16690242912257,rock
16698832846851,reggae
16707422781441,rock
16724602650626,rap
16741782519809,rock
16741782519810,rock
16750372454402,reggae
16750372454402,rock
16776142258177,reggae
16776142258178,reggae
16776142258178,rock
16810501996545,rap
16810501996545,rock
16844861734914,rock
16870631538690,reggae
16879221473281,electro
16887811407874,electro
16904991277057,blues
16904991277057,electro
16904991277057,rap
16904991277057,rock
16913581211649,rock
16939351015424,rap
16939351015424,reggae
16947940950017,reggae
16956530884610,rock
16973710753792,rock
16982300688385,rap
16990890622977,reggae
17033840295938,reggae
17042430230530,electro
17042430230530,reggae
17042430230531,rock
17051020165121,blues
17102559772672,electro
17119739641857,electro
17136919511042,rock
17145509445632,rock
17154099380224,rock
